;timestamp;Ladezustand;Batterie (Laden);Batterie (Entladen);Netzeinspeisung;Netzbezug;Solarproduktion Tracker 1;Solarproduktion Tracker 2;Solarproduktion Tracker 3;Solarproduktion;Hausverbrauch
;2023-06-01 00:00;90;0;62;1;3;0;0;0;0;40
;2023-06-01 00:15;88;0;26;4;16;0;0;0;0;27
;2023-06-01 00:30;88;0;16;3;19;0;0;0;0;26
;2023-06-01 00:45;88;0;33;2;15;0;0;0;0;33
;2023-06-01 01:00;87;0;49;2;7;0;0;0;0;34
;2023-06-01 01:15;87;0;11;2;22;0;0;0;0;25
;2023-06-01 01:30;87;0;32;6;15;0;0;0;0;27
;2023-06-01 01:45;86;0;63;1;1;0;0;0;0;40
;2023-06-01 02:00;86;0;3;0;24;0;0;0;0;25
;2023-06-01 02:15;86;0;0;0;25;0;0;0;0;25
;2023-06-01 02:30;86;0;28;2;17;0;0;0;0;32
;2023-06-01 02:45;85;0;36;1;11;0;0;0;0;32
;2023-06-01 03:00;85;0;0;0;24;0;0;0;0;24
;2023-06-01 03:15;85;0;0;0;23;0;0;0;0;23
;2023-06-01 03:30;85;0;55;3;7;0;0;0;0;37
;2023-06-01 03:45;85;0;7;0;20;0;0;0;0;24
;2023-06-01 04:00;85;0;0;0;22;0;0;0;0;22
;2023-06-01 04:15;84;0;22;3;18;0;0;0;0;29
;2023-06-01 04:30;84;0;38;1;10;0;0;0;0;32
;2023-06-01 04:45;84;0;0;0;23;0;0;0;0;23
;2023-06-01 05:00;84;0;0;0;23;0;0;0;0;23
;2023-06-01 05:15;83;0;48;4;10;0;0;0;0;36
;2023-06-01 05:30;83;0;10;0;18;0;0;0;0;24
;2023-06-01 05:45;83;0;0;0;22;0;0;0;1;22
;2023-06-01 06:00;83;0;13;2;20;3;2;0;5;27
;2023-06-01 06:15;82;0;40;1;2;13;10;0;23;32
;2023-06-01 06:30;82;0;16;1;1;18;14;0;32;24
;2023-06-01 06:45;82;0;4;3;3;24;20;0;44;24
;2023-06-01 07:00;82;0;0;2;2;29;25;0;54;24
;2023-06-01 07:15;82;0;8;4;3;34;28;0;62;32
;2023-06-01 07:30;82;0;0;3;3;37;32;0;69;24
;2023-06-01 07:45;82;1;0;3;3;41;37;0;78;24
;2023-06-01 08:00;82;6;0;2;2;45;40;0;86;24
;2023-06-01 08:15;82;30;0;0;0;57;48;0;105;24
;2023-06-01 08:30;81;38;173;10;17;71;60;0;130;226
;2023-06-01 08:45;82;95;0;1;1;88;72;0;160;19
;2023-06-01 09:00;83;121;0;0;0;111;88;0;199;31
;2023-06-01 09:15;84;163;0;0;0;136;104;0;241;31
;2023-06-01 09:30;86;182;39;4;4;164;127;0;291;101
;2023-06-01 09:45;86;135;86;15;15;192;150;0;342;246
;2023-06-01 10:00;90;282;10;2;4;223;162;0;385;65
;2023-06-01 10:15;92;251;48;9;15;252;187;0;440;191
;2023-06-01 10:30;95;344;20;6;6;282;220;0;503;126
;2023-06-01 10:45;97;458;0;18;18;311;268;0;579;67
