WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;8.15
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
08:10:38;203.9;0.04;9;440.1;0.00;0;225.9;0.00;226.9;0.00;227.4;0.00;9;0;26.4
08:15:42;441.6;0.02;9;205.8;0.00;0;226.1;0.00;226.8;0.00;227.4;0.00;9;0;27.5
08:20:46;373.7;0.03;11;338.6;0.00;0;226.1;0.00;226.7;0.00;227.4;0.00;11;0;27.9
08:25:50;506.8;0.01;7;189.3;0.00;0;226.2;0.00;226.9;0.00;227.7;0.00;7;0;28.2
08:30:54;514.9;0.01;7;191.4;0.00;0;226.1;0.00;226.9;0.00;227.5;0.00;7;0;28.3
08:35:58;474.4;0.10;52;327.0;0.01;4;226.1;0.46;227.1;0.46;227.5;0.46;57;45;28.7
08:41:02;391.9;0.17;66;216.4;0.01;3;226.0;0.77;227.0;0.79;227.5;0.77;70;65;29.5
08:46:06;391.9;0.22;88;216.4;0.03;7;226.1;0.78;227.0;0.79;227.6;0.78;95;91;30.2
08:51:10;391.9;0.24;96;216.4;0.04;9;226.3;0.78;227.3;0.79;227.9;0.79;106;102;30.7
08:56:14;391.8;0.23;90;216.4;0.03;7;226.3;0.78;227.2;0.79;227.7;0.79;98;96;31.3
09:01:18;391.8;0.23;93;216.4;0.03;7;226.7;0.78;227.7;0.79;228.1;0.80;100;96;31.7
09:06:22;391.9;0.28;113;216.4;0.05;11;227.1;0.79;228.2;0.80;228.5;0.82;125;122;32.1
09:11:26;391.9;0.33;131;216.4;0.07;15;227.3;0.81;228.3;0.81;228.9;0.83;146;141;32.5
09:16:30;391.9;0.37;147;216.4;0.08;19;227.4;0.82;228.5;0.82;229.1;0.84;166;160;32.8
09:21:34;391.9;0.39;153;216.4;0.09;20;227.4;0.82;228.6;0.82;229.0;0.84;173;169;33.2
09:26:38;391.8;0.32;126;216.4;0.06;13;227.2;0.83;228.4;0.82;228.9;0.84;139;135;33.4
09:31:42;391.9;0.37;147;216.4;0.08;18;227.1;0.84;228.1;0.83;228.8;0.84;165;161;33.7
09:36:46;391.9;0.45;178;216.4;0.12;26;226.8;0.85;227.7;0.83;228.5;0.85;204;196;33.9
09:41:50;425.8;0.51;219;216.4;0.15;33;226.8;0.87;227.6;0.86;228.5;0.87;253;245;34.1
09:46:54;492.7;0.45;224;216.4;0.14;31;226.9;0.87;227.8;0.86;228.4;0.86;255;247;34.3
09:51:58;489.5;0.48;237;216.4;0.15;33;227.1;0.88;228.2;0.86;228.7;0.88;271;263;34.4
09:57:02;481.9;0.54;260;216.4;0.17;38;227.2;0.90;228.1;0.88;228.6;0.89;298;292;34.6
10:02:06;498.9;0.61;309;216.4;0.22;49;227.2;0.93;228.1;0.93;228.6;0.92;358;349;34.7
10:07:10;491.3;0.71;352;216.4;0.27;58;227.1;0.98;228.1;0.97;228.5;0.96;411;399;34.9
10:12:14;494.5;0.82;409;216.4;0.32;71;226.9;1.05;227.8;1.03;228.5;1.03;480;469;35.0
10:17:18;501.2;1.03;520;216.5;0.44;95;227.2;1.18;227.7;1.16;228.6;1.15;615;599;35.1
10:22:22;507.7;1.25;638;216.4;0.58;126;227.2;1.35;227.6;1.34;228.4;1.32;764;747;35.2
10:27:26;502.0;1.21;611;216.4;0.53;116;227.6;1.31;228.2;1.29;229.0;1.27;727;714;35.4
10:32:30;502.9;1.27;641;216.4;0.56;122;227.8;1.35;228.5;1.33;229.2;1.31;763;746;35.5
10:37:34;501.5;1.33;670;216.5;0.58;127;227.4;1.39;228.7;1.37;229.0;1.35;797;779;35.6
10:42:38;506.3;1.50;763;216.4;0.69;149;228.0;1.54;228.4;1.52;229.2;1.50;913;898;35.7
10:47:42;511.0;2.24;1149;223.3;1.42;317;228.3;2.27;229.1;2.26;229.4;2.24;1467;1446;35.8
10:52:46;500.2;3.17;1589;345.0;2.16;746;228.6;3.43;229.2;3.42;229.4;3.39;2335;2287;36.0
10:57:50;501.0;2.94;1474;405.3;1.91;775;229.0;3.32;229.5;3.32;230.0;3.28;2249;2218;36.2
11:02:54;495.2;2.85;1416;425.5;1.88;803;229.0;3.27;229.8;3.26;230.3;3.23;2220;2183;36.5
11:07:58;489.8;2.90;1424;439.0;1.82;801;229.3;3.27;230.1;3.26;230.5;3.24;2225;2192;36.7
11:13:02;491.0;2.92;1434;411.9;1.87;771;229.7;3.25;230.4;3.23;230.8;3.21;2206;2171;36.9
11:18:06;493.1;3.01;1485;436.6;2.01;880;229.9;3.48;230.4;3.47;231.1;3.44;2366;2336;37.1
11:23:10;487.4;3.18;1554;536.1;1.61;865;229.8;3.55;230.3;3.54;231.0;3.51;2420;2388;37.3
11:28:14;483.1;3.14;1517;537.4;1.55;834;230.0;3.44;230.3;3.43;231.2;3.41;2352;2317;37.5
11:33:18;476.6;2.93;1397;555.2;1.39;776;230.4;3.21;230.8;3.20;231.5;3.17;2174;2149;37.7
11:38:22;479.8;3.53;1694;559.5;1.70;954;230.8;3.86;231.3;3.84;232.0;3.82;2648;2616;37.8
11:43:26;486.5;2.93;1428;500.9;1.67;837;230.3;3.33;231.1;3.32;231.7;3.29;2266;2236;38.0
11:48:30;470.6;3.19;1505;488.5;1.91;933;229.9;3.56;231.0;3.55;231.6;3.52;2438;2401;38.1
11:53:34;475.3;3.44;1639;499.4;2.03;1018;230.4;3.86;231.2;3.86;231.9;3.83;2657;2623;38.2
11:58:39;447.1;3.63;1625;515.6;1.92;992;231.0;3.82;231.8;3.81;232.4;3.78;2618;2587;38.4
12:03:43;469.9;3.53;1662;524.6;1.94;1021;231.5;3.88;232.0;3.87;232.8;3.85;2683;2648;38.5
12:08:47;472.3;3.30;1559;527.4;1.83;967;231.3;3.67;231.8;3.66;232.3;3.63;2527;2491;38.6
12:13:51;489.0;2.90;1419;535.0;1.58;845;231.8;3.31;232.3;3.29;232.8;3.27;2265;2233;38.7
12:18:55;483.6;3.28;1589;530.3;1.57;833;232.0;3.42;232.8;3.41;233.3;3.40;2425;2386;38.8
12:23:59;492.8;3.22;1589;529.7;1.67;889;232.2;3.60;233.1;3.59;233.5;3.56;2478;2449;38.9
12:29:03;474.5;3.45;1640;528.3;1.63;864;232.5;3.63;233.5;3.61;234.0;3.59;2505;2476;39.0
12:34:07;485.9;3.38;1646;532.3;1.56;833;232.5;3.60;233.3;3.60;233.7;3.57;2479;2453;39.0
12:39:11;488.9;3.46;1696;531.0;1.46;779;232.8;3.48;233.5;3.47;233.9;3.46;2477;2435;39.1
12:44:15;497.4;3.26;1625;531.7;1.49;796;232.8;3.52;233.5;3.51;233.9;3.48;2422;2397;39.1
12:49:19;498.1;3.27;1629;532.6;1.39;741;232.8;3.33;233.3;3.32;233.8;3.31;2371;2328;39.2
12:54:23;491.1;3.18;1563;532.1;1.33;708;232.8;3.19;233.3;3.18;234.0;3.17;2273;2232;39.2
12:59:27;491.7;2.98;1469;531.3;1.35;721;232.4;3.20;232.9;3.19;233.7;3.16;2190;2163;39.2
13:04:31;491.3;2.88;1417;531.2;1.30;692;232.1;3.09;232.5;3.08;233.4;3.05;2109;2085;39.2
13:09:35;489.7;2.79;1367;531.3;1.25;664;231.2;2.99;231.5;2.98;232.4;2.96;2032;2006;39.2
13:14:39;485.7;2.74;1334;533.3;1.12;597;231.0;2.74;231.1;2.74;232.5;2.72;1933;1904;39.2
13:19:43;483.5;2.56;1238;532.8;1.13;606;231.1;2.73;231.6;2.72;232.3;2.69;1844;1820;39.2
