WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;20.18
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
07:40:03;405.1;0.02;9;200.4;0.00;0;229.6;0.00;230.5;0.00;231.3;0.00;9;0;26.7
07:45:07;203.8;0.05;10;521.7;0.00;0;229.5;0.00;230.2;0.00;231.0;0.00;10;0;27.7
07:50:11;504.4;0.01;9;188.4;0.00;0;229.2;0.00;230.0;0.00;230.9;0.00;9;0;28.2
07:55:15;523.8;0.01;7;190.8;0.00;0;228.7;0.00;229.4;0.00;230.5;0.00;7;0;28.4
08:00:19;532.5;0.01;8;207.7;0.00;0;228.6;0.00;229.2;0.00;230.2;0.00;8;0;28.6
08:05:23;535.2;0.02;11;463.7;0.00;0;228.5;0.02;229.2;0.02;230.2;0.02;11;1;28.9
08:10:27;357.3;0.14;52;382.7;0.00;0;228.2;0.46;229.1;0.47;230.1;0.46;52;28;29.5
08:15:31;477.1;0.19;94;526.3;0.01;6;228.7;0.48;229.3;0.49;230.4;0.48;101;83;29.6
08:20:35;420.4;0.32;134;445.2;0.03;14;228.9;0.79;229.6;0.81;230.6;0.80;149;146;30.4
08:25:39;420.4;0.33;142;445.2;0.03;13;228.3;0.22;229.2;0.22;230.2;0.22;157;154;31.0
08:30:43;430.9;0.45;195;445.2;0.09;42;228.2;0.83;229.0;0.84;230.1;0.84;238;233;31.6
08:35:47;515.6;0.76;396;445.2;0.28;125;228.8;1.07;229.4;1.08;230.5;1.07;521;515;32.0
08:40:51;534.9;1.06;569;501.3;0.48;244;228.8;1.40;228.7;1.39;230.5;1.37;814;804;32.5
08:45:55;532.3;1.47;786;576.9;0.75;438;228.7;1.92;229.0;1.91;230.5;1.89;1224;1208;32.8
08:50:59;519.6;1.30;675;573.1;0.53;304;228.6;1.61;229.3;1.60;230.6;1.58;979;965;33.2
08:56:03;515.0;1.18;611;547.1;0.46;255;229.0;1.47;229.6;1.46;230.8;1.45;866;857;33.5
09:01:08;531.2;2.11;1123;584.9;0.79;464;229.3;2.27;229.7;2.27;230.8;2.26;1589;1567;33.8
09:06:11;546.3;2.96;1617;612.3;1.15;706;230.1;3.42;230.5;3.40;231.6;3.38;2323;2298;34.2
09:11:15;511.3;3.30;1690;578.5;0.98;572;230.3;3.32;230.8;3.31;231.8;3.28;2262;2230;34.5
09:16:19;471.5;3.70;1745;523.8;1.28;671;230.7;3.53;231.2;3.52;232.4;3.50;2417;2384;34.9
09:21:23;472.3;4.25;2009;545.6;1.41;774;231.4;4.04;231.8;4.02;233.2;4.00;2784;2752;35.3
09:26:27;470.3;4.02;1894;534.3;1.64;877;231.6;4.02;232.2;4.01;233.4;3.98;2772;2743;35.7
09:31:31;478.2;4.15;1986;541.8;1.65;896;231.2;4.09;232.5;4.07;233.6;4.05;2884;2844;36.1
09:36:35;489.1;4.55;2228;567.0;1.73;984;231.5;4.55;232.1;4.54;233.4;4.51;3214;3163;36.5
09:41:39;497.6;2.27;1131;524.2;1.06;556;230.7;2.54;231.3;2.52;232.6;2.50;1688;1661;36.8
09:46:43;507.4;2.05;1042;547.5;0.83;454;230.2;2.13;230.7;2.12;232.3;2.11;1497;1472;37.1
09:51:47;519.2;2.45;1277;558.2;1.07;599;229.9;2.79;230.4;2.77;232.0;2.75;1876;1850;37.2
09:56:51;515.4;2.57;1327;555.1;1.04;579;229.8;2.72;230.2;2.71;231.6;2.70;1908;1879;37.3
10:01:55;512.3;2.16;1111;540.5;0.89;485;229.6;2.27;230.2;2.26;231.3;2.25;1597;1565;37.4
10:06:59;508.3;1.79;912;539.2;0.75;404;229.3;2.05;229.9;2.03;231.2;2.00;1317;1300;37.5
10:12:03;504.7;1.49;754;536.9;0.55;298;229.1;1.51;229.7;1.50;230.7;1.50;1054;1040;37.6
10:17:07;508.8;1.63;830;538.3;0.66;358;229.4;1.89;230.2;1.87;231.2;1.85;1188;1176;37.6
10:22:11;516.8;2.23;1152;547.9;0.91;500;230.0;2.36;230.8;2.35;231.5;2.35;1653;1635;37.6
10:27:15;519.1;3.68;1910;561.0;1.55;869;230.8;3.95;231.6;3.93;232.1;3.92;2781;2737;37.7
10:32:19;532.6;3.58;1911;559.6;1.74;976;231.2;4.19;231.9;4.17;232.6;4.15;2888;2859;37.9
10:37:23;525.7;5.32;2801;533.1;2.91;1552;231.0;6.18;231.8;6.16;232.7;6.13;4355;4286;38.1
10:42:27;508.6;5.21;2653;521.6;2.73;1427;231.0;5.77;232.0;5.74;232.8;5.72;4082;4000;38.4
10:47:31;512.1;3.40;1744;539.8;1.68;909;230.9;3.76;232.0;3.74;232.7;3.73;2655;2607;38.8
10:52:35;514.9;3.67;1893;523.4;1.96;1030;230.9;4.23;232.2;4.22;233.1;4.19;2924;2879;39.1
10:57:39;513.8;5.71;2938;534.9;3.08;1650;231.2;6.58;232.2;6.58;233.0;6.55;4589;4541;39.3
11:02:43;496.0;4.08;2023;519.9;1.87;975;230.9;4.24;231.7;4.22;232.5;4.21;3000;2940;39.5
11:07:47;500.2;2.37;1189;527.5;0.99;526;230.9;2.42;231.6;2.42;232.5;2.41;1717;1684;39.8
11:12:51;517.8;4.36;2258;539.2;2.05;1107;230.8;4.77;231.4;4.76;232.3;4.74;3366;3309;39.9
11:17:55;503.2;3.04;1532;533.5;1.30;693;231.2;3.16;231.7;3.15;232.7;3.14;2227;2194;39.9
11:22:59;498.0;5.82;2900;537.3;2.72;1464;231.6;6.25;232.1;6.24;233.2;6.21;4364;4298;40.0
11:28:03;469.7;9.20;4321;529.6;3.83;2033;231.5;8.98;232.1;8.96;233.1;8.92;6356;6242;40.2
11:33:07;479.3;7.37;3535;526.2;3.15;1659;231.5;7.33;231.9;7.32;233.0;7.28;5195;5096;40.7
11:38:12;501.8;5.02;2524;499.2;2.67;1333;231.5;5.44;231.8;5.43;232.8;5.41;3858;3781;41.1
11:43:16;485.4;2.56;1242;514.0;1.05;544;231.2;2.55;231.6;2.54;232.3;2.53;1789;1770;41.4
11:48:20;491.2;2.47;1215;521.3;1.01;526;230.9;2.47;231.4;2.47;231.9;2.46;1744;1718;41.5
11:53:24;500.7;4.60;2307;534.5;1.98;1063;231.0;4.79;231.9;4.77;232.1;4.76;3372;3321;41.3
11:58:28;483.1;8.99;4343;527.0;4.33;2285;231.7;9.44;232.4;9.44;232.9;9.42;6629;6556;41.3
12:03:32;470.3;9.01;4241;509.1;4.34;2210;231.7;9.20;232.2;9.20;233.1;9.17;6452;6384;41.7
12:08:36;467.7;9.17;4289;502.6;4.08;2055;231.9;8.93;232.5;8.91;233.4;8.87;6346;6219;42.2
12:13:40;474.6;6.91;3283;503.0;3.30;1664;232.2;7.05;232.5;7.05;233.6;7.03;4947;4885;42.8
12:18:44;500.1;5.68;2845;528.1;2.70;1429;232.8;6.11;232.5;6.11;233.2;6.08;4274;4229;43.1
12:23:48;494.5;5.32;2632;516.4;2.42;1251;233.0;5.49;232.8;5.49;234.0;5.47;3884;3842;43.4
12:28:52;520.6;5.76;3002;522.7;3.06;1601;233.1;6.56;233.7;6.55;234.4;6.53;4604;4557;43.4
12:33:56;508.8;4.01;2043;522.7;2.00;1046;233.0;4.36;233.7;4.35;234.7;4.33;3091;3054;43.5
12:39:00;488.8;3.53;1728;521.6;1.48;773;233.3;3.53;233.9;3.52;235.1;3.50;2505;2475;43.4
12:44:04;500.5;3.66;1834;528.5;1.55;824;233.4;3.72;233.9;3.71;235.0;3.70;2661;2610;43.2
12:49:08;506.0;2.40;1216;527.9;1.01;534;233.0;2.45;233.5;2.45;234.8;2.43;1752;1719;43.0
12:54:12;496.2;1.84;917;519.7;0.72;377;232.8;1.83;233.3;1.83;234.9;1.81;1297;1283;42.7
12:59:16;495.3;1.62;802;522.7;0.63;333;232.9;1.79;233.4;1.79;234.9;1.76;1136;1124;42.4
13:04:20;496.1;1.72;854;523.6;0.69;362;232.9;1.89;233.6;1.88;234.9;1.85;1216;1200;42.0
13:09:24;501.8;1.65;831;528.6;0.62;329;232.8;1.63;233.4;1.63;234.7;1.62;1163;1145;41.8
13:14:28;500.8;2.17;1091;535.1;0.86;460;233.0;2.18;233.4;2.18;234.7;2.17;1553;1530;41.5
13:19:32;519.6;4.57;2375;549.1;2.05;1126;233.5;4.89;234.1;4.88;235.0;4.86;3503;3433;41.3
13:24:36;507.5;5.75;2922;544.2;2.49;1360;233.8;6.00;234.5;5.98;235.2;5.96;4285;4213;41.3
13:29:40;503.3;5.55;2795;538.0;2.42;1302;233.7;5.72;234.4;5.70;235.0;5.69;4099;4017;41.5
13:34:44;501.0;5.48;2746;534.8;2.38;1278;233.3;5.63;234.0;5.61;234.6;5.60;4026;3945;41.7
13:39:48;496.3;5.47;2717;532.9;2.54;1354;233.3;5.80;234.0;5.80;234.8;5.77;4072;4031;41.9
13:44:52;497.3;5.86;2915;530.2;2.57;1364;233.4;5.99;234.1;5.98;235.1;5.95;4280;4203;42.1
13:49:56;496.3;5.45;2708;526.8;2.55;1345;233.2;5.77;233.8;5.76;234.9;5.74;4053;4013;42.3
13:55:00;498.4;5.30;2645;529.3;2.33;1234;233.2;5.43;233.7;5.42;234.7;5.40;3881;3804;42.5
14:00:04;497.7;4.99;2485;529.0;2.31;1227;233.5;5.29;233.9;5.28;235.1;5.26;3712;3674;42.6
14:05:08;485.1;2.58;1254;483.6;1.13;550;233.2;2.55;234.0;2.54;234.7;2.53;1805;1785;42.6
14:10:12;500.6;4.28;2145;534.4;1.97;1055;233.8;4.57;234.5;4.56;235.4;4.53;3200;3166;42.6
14:15:16;495.9;4.47;2218;533.1;1.92;1028;233.7;4.56;234.5;4.55;235.4;4.53;3248;3202;42.5
14:20:20;490.5;4.25;2088;530.4;1.81;964;233.4;4.29;234.4;4.27;235.2;4.25;3054;3006;42.5
14:25:24;494.5;4.16;2058;529.3;1.84;978;233.4;4.26;234.3;4.25;235.0;4.23;3039;2990;42.4
14:30:28;476.3;4.16;1982;531.9;1.74;928;233.7;4.10;234.4;4.09;235.2;4.08;2912;2880;42.4
14:35:32;466.3;3.97;1852;532.1;1.58;844;233.4;3.79;234.1;3.78;234.8;3.77;2697;2662;42.4
