WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;192.168.1.100;2.19
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
07:41:10;223.4;0.04;10;422.0;0.00;0;227.6;0.00;228.5;0.00;229.0;0.00;10;0;27.1
07:46:14;348.6;0.02;9;241.6;0.00;0;227.6;0.00;228.5;0.00;229.0;0.00;9;0;28.2
07:51:18;236.9;0.04;11;439.7;0.00;0;227.8;0.00;228.2;0.00;229.2;0.00;11;0;28.6
07:56:22;404.8;0.02;9;255.5;0.00;0;228.0;0.00;228.5;0.00;229.3;0.00;9;0;28.9
08:01:26;259.2;0.04;11;457.5;0.00;0;227.9;0.00;228.7;0.00;229.2;0.00;11;0;29.0
08:06:30;507.1;0.01;7;189.9;0.00;0;227.7;0.00;228.6;0.00;229.0;0.00;7;0;29.2
08:11:34;515.5;0.01;7;190.8;0.00;0;227.8;0.00;228.5;0.00;229.0;0.00;7;0;29.3
08:16:38;500.8;0.01;7;188.0;0.00;0;227.4;0.00;228.1;0.00;228.6;0.00;7;0;29.4
08:21:42;500.1;0.01;9;188.4;0.00;0;227.2;0.00;228.2;0.00;228.8;0.00;9;0;29.4
08:26:46;522.4;0.01;7;249.0;0.00;0;227.3;0.00;228.2;0.00;228.9;0.00;7;0;29.5
08:31:50;492.5;0.08;43;421.4;0.00;0;227.4;0.34;228.4;0.35;228.8;0.35;43;35;29.8
08:36:54;386.2;0.23;90;315.1;0.00;0;227.3;0.78;228.5;0.79;228.6;0.78;91;88;30.6
08:41:58;386.2;0.22;87;315.1;0.00;0;226.6;0.12;227.9;0.12;228.3;0.12;88;86;31.2
08:47:02;386.2;0.18;71;315.1;0.00;0;226.4;0.77;227.6;0.79;228.2;0.79;71;70;31.7
08:52:06;386.2;0.15;58;315.0;0.00;0;226.2;0.77;227.3;0.78;228.2;0.79;58;56;32.2
08:57:10;515.6;0.02;14;469.1;0.00;0;226.3;0.07;227.2;0.07;228.0;0.07;14;4;32.3
09:02:14;457.3;0.12;58;430.0;0.00;0;226.1;0.46;227.0;0.46;227.8;0.47;58;48;32.2
09:07:18;385.9;0.22;85;405.1;0.00;0;225.9;0.79;226.9;0.79;227.8;0.82;85;82;32.8
09:12:22;386.0;0.20;78;405.1;0.00;0;226.5;0.79;227.4;0.80;227.9;0.82;78;77;33.2
09:17:26;386.0;0.21;84;405.1;0.00;0;226.1;0.80;227.2;0.80;227.8;0.82;84;82;33.6
09:22:30;385.9;0.27;104;405.1;0.00;0;226.2;0.82;227.4;0.81;228.0;0.82;104;102;33.9
09:27:34;386.0;0.32;127;405.1;0.00;2;226.2;0.82;227.4;0.81;227.7;0.83;129;126;34.2
09:32:38;386.0;0.33;129;405.1;0.00;1;226.4;0.18;227.5;0.18;227.8;0.18;132;129;34.5
09:37:42;386.0;0.37;144;405.1;0.03;12;226.1;0.22;227.3;0.22;227.6;0.22;159;157;34.7
09:42:46;386.0;0.46;180;405.1;0.08;34;227.1;0.30;228.2;0.30;228.6;0.30;216;212;34.9
09:47:50;389.7;0.52;204;405.1;0.11;46;228.9;0.35;229.9;0.35;230.3;0.35;252;247;35.1
09:52:54;441.8;0.49;217;405.1;0.11;48;229.0;0.88;229.7;0.86;230.4;0.87;265;262;35.3
09:57:58;386.0;0.50;195;405.1;0.11;45;229.3;0.88;230.0;0.85;231.0;0.86;241;238;35.5
10:03:02;388.7;0.53;207;405.1;0.12;50;229.8;0.88;230.6;0.86;231.4;0.86;258;253;35.7
10:08:06;479.6;0.47;229;405.1;0.14;59;229.8;0.41;230.3;0.41;231.0;0.40;290;285;35.8
10:13:10;494.2;0.49;244;405.1;0.13;54;229.9;0.89;230.4;0.88;231.1;0.87;298;294;35.9
10:18:14;486.5;0.46;228;405.1;0.14;58;229.8;0.40;230.4;0.40;231.4;0.40;287;282;36.1
10:23:18;484.6;0.54;266;405.1;0.18;75;229.5;0.49;230.2;0.48;230.9;0.48;342;338;36.2
10:28:22;447.5;0.45;202;405.1;0.10;40;229.6;0.34;230.1;0.34;230.9;0.34;244;239;36.3
10:33:26;386.0;0.43;168;405.1;0.05;22;229.4;0.84;230.2;0.83;230.9;0.83;190;187;36.4
10:38:30;385.9;0.46;179;405.1;0.06;27;229.3;0.29;230.3;0.29;230.8;0.29;207;204;36.5
10:43:34;386.0;0.49;189;405.1;0.08;35;229.1;0.32;230.1;0.32;230.6;0.32;226;222;36.6
10:48:38;386.0;0.53;206;405.1;0.10;43;229.0;0.36;230.0;0.36;230.7;0.35;251;248;36.7
10:53:43;386.0;0.49;190;405.1;0.08;33;228.8;0.32;230.0;0.32;230.6;0.31;224;221;36.8
10:58:47;386.0;0.35;136;405.1;0.00;2;228.9;0.83;230.2;0.81;230.6;0.80;139;137;36.9
11:03:51;386.0;0.32;124;405.1;0.00;0;229.1;0.83;230.3;0.81;230.7;0.80;124;123;37.0
11:08:55;386.0;0.38;147;405.1;0.00;2;228.5;0.21;229.7;0.21;230.2;0.21;151;149;37.1
11:13:59;386.0;0.40;155;405.1;0.02;9;228.6;0.84;229.5;0.81;230.3;0.81;165;163;37.1
11:19:03;386.0;0.45;176;405.1;0.05;23;228.5;0.28;229.4;0.28;230.3;0.28;201;198;37.2
11:24:07;406.2;0.55;224;405.1;0.12;49;228.2;0.39;229.3;0.39;230.1;0.39;274;270;37.3
11:29:11;499.0;0.67;335;405.1;0.21;89;228.3;0.99;229.4;0.98;230.1;0.97;424;418;37.3
11:34:15;491.8;0.62;307;405.1;0.19;77;228.5;0.95;229.2;0.94;230.1;0.93;385;381;37.4
11:39:19;473.9;0.58;279;405.1;0.18;76;228.1;0.51;228.8;0.51;229.9;0.50;357;352;37.4
11:44:23;473.8;0.60;287;405.1;0.20;82;227.8;0.53;228.5;0.53;229.6;0.52;372;364;37.4
11:49:27;499.9;0.67;335;405.1;0.22;90;228.0;0.99;228.7;0.98;229.8;0.97;425;421;37.5
11:54:31;491.1;0.71;352;405.1;0.29;118;227.9;0.68;228.6;0.67;229.4;0.67;472;465;37.5
11:59:35;500.5;0.69;348;405.1;0.23;93;227.8;1.01;228.5;0.99;229.5;0.98;442;436;37.5
12:04:39;495.8;0.69;343;405.1;0.28;116;227.6;0.66;228.2;0.65;229.7;0.65;461;453;37.5
12:09:43;501.0;0.64;324;405.1;0.26;107;227.5;0.62;228.4;0.62;229.7;0.61;432;427;37.6
12:14:47;485.7;0.61;297;405.1;0.22;91;228.0;0.55;228.9;0.55;230.1;0.55;390;383;37.6
12:19:51;476.1;0.65;310;405.1;0.19;80;228.8;0.96;229.3;0.95;230.7;0.93;391;386;37.6
12:24:55;481.3;0.47;229;405.1;0.12;51;228.3;0.40;229.3;0.40;230.5;0.39;282;277;37.7
12:29:59;412.6;0.46;190;405.1;0.06;27;228.3;0.85;229.5;0.83;230.6;0.82;217;213;37.7
12:35:03;385.9;0.43;166;405.1;0.02;11;228.1;0.25;229.5;0.25;230.5;0.25;178;175;37.7
12:40:07;385.9;0.36;142;405.1;0.00;0;228.3;0.20;229.4;0.20;230.6;0.20;143;141;37.8
12:45:11;386.0;0.40;155;405.1;0.01;4;227.9;0.23;229.1;0.23;230.3;0.22;162;160;37.8
12:50:15;386.0;0.41;161;405.1;0.01;7;228.0;0.24;228.9;0.24;230.4;0.24;170;167;37.9
12:55:19;386.0;0.42;162;405.1;0.02;9;228.1;0.24;229.2;0.24;230.3;0.24;173;170;37.9
13:00:23;386.0;0.35;136;405.1;0.00;0;228.6;0.83;229.4;0.80;230.6;0.79;136;134;37.9
13:05:27;386.1;0.32;124;405.1;0.00;0;228.7;0.18;229.4;0.17;230.5;0.17;125;123;37.9
13:10:31;386.1;0.36;140;405.1;0.00;0;228.5;0.20;229.3;0.20;230.6;0.20;142;140;38.0
13:15:35;386.0;0.41;160;405.1;0.02;8;228.5;0.83;229.5;0.81;230.7;0.80;168;164;38.0
13:20:39;386.0;0.43;167;405.1;0.03;13;228.8;0.25;229.8;0.25;230.8;0.25;182;180;38.0
13:25:43;385.9;0.35;136;405.1;0.00;2;228.9;0.82;229.8;0.80;231.1;0.79;139;134;38.0
13:30:47;437.1;0.61;266;405.1;0.16;68;229.1;0.47;229.7;0.47;231.2;0.47;336;331;38.0
13:35:51;476.4;0.64;305;405.1;0.18;75;229.4;0.94;230.0;0.93;231.5;0.92;380;373;38.0
13:40:55;496.5;0.68;342;405.1;0.22;91;229.5;0.99;229.9;0.98;231.4;0.97;433;427;38.0
13:45:59;506.7;0.85;434;405.1;0.40;164;229.7;0.85;230.0;0.85;231.6;0.84;600;588;38.1
13:51:03;507.8;0.86;441;405.1;0.32;133;229.7;1.13;230.0;1.12;231.4;1.10;575;569;38.1
13:56:07;499.3;0.72;364;405.1;0.31;127;229.4;0.70;230.1;0.69;231.1;0.69;492;483;38.1
14:01:11;496.3;0.63;315;405.1;0.25;101;229.6;0.59;230.3;0.59;231.2;0.59;418;413;38.1
14:06:15;499.5;0.63;318;405.1;0.24;100;229.6;0.60;230.4;0.60;231.5;0.59;421;416;38.1
14:11:19;481.5;0.58;283;405.1;0.19;79;229.8;0.52;230.7;0.51;231.8;0.51;364;360;38.1
14:16:23;483.2;0.51;249;405.1;0.15;61;229.9;0.44;230.7;0.44;231.6;0.44;312;308;38.1
14:21:27;480.5;0.57;277;405.1;0.14;60;229.7;0.91;230.4;0.90;231.4;0.89;337;331;38.2
14:26:31;502.2;0.87;441;405.1;0.41;166;229.8;0.86;230.6;0.86;231.5;0.86;609;599;38.2
14:31:35;506.3;0.94;477;405.1;0.45;185;229.8;0.94;230.7;0.93;231.5;0.93;664;651;38.2
14:36:39;506.1;0.94;478;405.1;0.36;147;229.9;1.19;230.8;1.18;231.6;1.16;625;617;38.2
14:41:43;511.3;0.81;418;405.1;0.39;158;230.2;0.82;231.0;0.82;231.6;0.82;577;570;38.2
14:46:47;513.0;1.07;552;405.1;0.55;225;230.2;1.11;231.0;1.10;231.9;1.10;779;767;38.2
14:51:52;497.5;0.86;428;405.1;0.31;126;230.2;1.10;231.1;1.10;232.1;1.08;554;547;38.2
14:56:56;511.5;1.05;538;405.8;0.53;218;230.3;1.08;231.3;1.08;232.2;1.07;759;750;38.3
15:02:00;510.1;1.01;520;455.1;0.44;202;230.3;1.02;231.5;1.01;232.3;1.01;724;709;38.3
15:07:04;507.5;0.93;475;405.1;0.35;144;230.3;1.17;231.4;1.17;232.2;1.15;620;610;38.3
15:12:08;504.5;0.77;389;405.1;0.34;138;230.3;0.74;231.6;0.74;232.0;0.74;528;518;38.3
15:17:12;498.0;0.67;337;405.1;0.26;108;229.7;0.63;231.3;0.63;231.4;0.63;447;440;38.3
15:22:16;491.9;0.49;244;405.1;0.11;45;229.5;0.88;231.0;0.87;231.2;0.86;290;285;38.4
