WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;192.168.1.100;7770.60
Datum;E[Wh]
01/2013;103914
02/2013;198775
03/2013;566993
04/2013;772460
05/2013;972086
06/2013;1117695
07/2013;1410398
08/2013;1153442
09/2013;660885
10/2013;435387
11/2013;186827
12/2013;191742
