WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;10.68
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
07:04:05;195.9;0.05;10;375.0;0.00;0;227.7;0.00;228.3;0.00;229.3;0.00;10;0;26.4
07:09:09;410.2;0.02;10;212.9;0.00;0;227.1;0.00;227.5;0.00;228.4;0.00;10;0;27.6
07:14:13;215.1;0.04;10;498.7;0.00;0;227.1;0.00;227.5;0.00;228.4;0.00;10;0;28.1
07:19:17;478.2;0.01;8;209.4;0.00;0;227.0;0.00;227.5;0.00;228.4;0.00;8;0;28.3
07:24:21;503.6;0.01;7;188.4;0.00;0;226.4;0.00;227.2;0.00;228.2;0.00;7;0;28.5
07:29:25;510.9;0.01;7;189.7;0.00;0;226.0;0.00;227.0;0.00;228.0;0.00;7;0;28.6
07:34:29;520.5;0.01;7;242.2;0.00;0;226.8;0.00;227.4;0.00;228.5;0.00;7;0;28.7
07:39:33;528.9;0.01;6;457.7;0.00;0;227.7;0.00;228.2;0.00;229.3;0.00;6;0;28.9
07:44:37;478.4;0.10;52;334.9;0.00;0;227.5;0.45;228.2;0.45;229.1;0.45;52;41;29.3
07:49:41;391.5;0.22;89;213.9;0.00;0;227.6;0.78;228.2;0.79;229.1;0.78;89;83;30.1
07:54:45;391.4;0.28;109;213.9;0.00;0;227.5;0.15;228.2;0.15;229.3;0.15;110;108;30.7
07:59:49;391.5;0.29;115;213.9;0.00;0;227.0;0.79;227.2;0.80;228.8;0.79;115;112;31.2
08:04:53;391.5;0.31;123;213.9;0.00;0;226.6;0.79;227.0;0.79;228.4;0.80;123;119;31.7
08:09:57;391.5;0.36;140;213.9;0.01;3;226.0;0.80;226.7;0.80;227.8;0.82;144;140;32.2
08:15:01;391.5;0.39;155;213.9;0.03;6;225.9;0.81;226.8;0.81;227.8;0.83;161;155;32.6
08:20:05;391.4;0.39;155;213.9;0.03;6;227.7;0.82;228.4;0.82;229.4;0.84;161;158;32.9
08:25:09;391.4;0.43;172;213.9;0.05;11;229.4;0.83;230.3;0.83;231.3;0.85;183;178;33.3
08:30:13;391.4;0.44;175;213.9;0.05;11;229.3;0.85;230.1;0.84;231.2;0.85;187;181;33.6
08:35:17;391.4;0.43;169;213.9;0.04;9;229.5;0.85;230.3;0.84;231.4;0.86;178;175;33.9
08:40:21;391.4;0.44;174;213.9;0.04;9;229.3;0.85;230.0;0.84;231.2;0.85;184;178;34.1
08:45:25;391.5;0.43;170;213.9;0.04;9;229.2;0.86;230.0;0.84;231.0;0.86;179;177;34.4
08:50:29;391.5;0.42;166;213.9;0.02;5;229.4;0.85;230.4;0.84;231.3;0.86;171;164;34.6
08:55:33;391.4;0.38;151;213.9;0.00;1;229.7;0.85;230.6;0.83;231.5;0.85;153;151;34.8
09:00:37;391.5;0.35;139;213.9;0.00;0;230.1;0.86;231.1;0.84;232.1;0.85;140;138;35.0
09:05:41;391.4;0.39;152;213.9;0.00;1;230.9;0.87;232.0;0.84;233.0;0.85;154;152;35.2
09:10:45;391.4;0.42;164;213.9;0.02;4;231.2;0.87;232.0;0.84;233.1;0.85;169;166;35.4
09:15:49;391.4;0.42;167;213.9;0.02;4;231.4;0.86;232.2;0.84;233.4;0.85;171;167;35.5
09:20:53;391.5;0.43;172;213.9;0.06;13;230.5;0.26;231.1;0.26;232.4;0.26;186;183;35.7
09:25:57;391.5;0.46;182;213.9;0.04;9;230.0;0.86;230.7;0.84;231.9;0.84;192;187;35.8
09:31:01;420.5;0.53;224;213.9;0.08;18;229.9;0.87;230.7;0.86;231.4;0.85;243;241;36.0
09:36:05;489.5;0.59;289;213.9;0.13;28;229.4;0.90;230.3;0.90;231.1;0.89;317;309;36.0
09:41:09;501.7;0.65;329;213.9;0.17;37;229.3;0.94;229.9;0.93;230.9;0.93;366;360;36.2
09:46:13;504.1;0.63;321;213.9;0.16;35;229.1;0.93;229.7;0.93;230.9;0.91;357;350;36.2
09:51:17;500.5;0.70;352;213.9;0.19;41;229.3;0.96;229.8;0.95;231.0;0.93;394;379;36.3
09:56:21;498.2;0.89;443;214.0;0.28;61;229.0;1.07;229.9;1.05;231.0;1.04;505;494;36.4
10:01:25;503.7;0.95;479;213.9;0.32;68;228.9;1.10;229.5;1.09;230.9;1.08;548;534;36.4
10:06:29;501.7;0.95;480;214.0;0.32;68;229.1;1.11;229.9;1.09;231.0;1.08;549;535;36.5
10:11:33;503.0;0.89;448;213.9;0.28;62;229.3;1.07;230.1;1.05;231.1;1.04;510;500;36.5
10:16:37;504.6;0.87;440;213.9;0.28;60;229.2;1.07;229.8;1.05;230.9;1.04;500;492;36.6
10:21:41;501.5;0.97;486;213.9;0.32;69;229.4;1.12;230.1;1.10;231.1;1.08;556;546;36.6
