WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;8218.24
Datum;E[Wh]
01/2014;206759
02/2014;399046
03/2014;792135
04/2014;897662
05/2014;1099852
06/2014;1398819
07/2014;1005687
08/2014;917429
09/2014;709945
10/2014;482658
11/2014;191462
12/2014;116793
