WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;192.168.1.100;448.33
Datum;E[Wh]
10/2012;134478
11/2012;208014
12/2012;105844
