WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;192.168.1.100;8.41
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
08:12:47;208.5;0.04;10;489.3;0.00;0;227.0;0.00;227.8;0.00;228.6;0.00;10;0;24.8
08:17:51;501.9;0.01;9;188.0;0.00;0;227.3;0.00;228.4;0.00;229.1;0.00;9;0;25.9
08:22:55;531.4;0.01;8;191.6;0.00;0;227.1;0.00;228.0;0.00;228.7;0.00;8;0;26.3
08:27:59;541.8;0.03;18;357.8;0.00;0;227.1;0.11;227.9;0.11;228.6;0.10;18;10;26.7
08:33:03;410.2;0.20;83;296.8;0.00;0;227.0;0.79;228.1;0.80;228.9;0.78;83;82;27.4
08:38:07;401.2;0.27;108;285.5;0.02;6;226.5;0.80;228.3;0.80;228.9;0.78;115;112;28.2
08:43:11;401.2;0.42;170;285.5;0.10;28;227.1;0.81;228.4;0.82;229.0;0.81;198;195;28.8
08:48:15;401.2;0.45;181;285.5;0.11;33;227.5;0.81;228.3;0.82;229.0;0.81;214;207;29.4
08:53:19;402.8;0.46;186;285.5;0.11;33;227.4;0.81;228.3;0.83;229.0;0.82;220;215;29.9
08:58:23;497.1;0.51;257;285.5;0.16;46;227.7;0.86;228.7;0.88;229.2;0.87;304;299;30.3
09:03:27;504.3;0.55;278;285.5;0.18;52;228.0;0.88;228.7;0.90;229.5;0.89;330;325;30.7
09:08:31;509.8;0.60;306;285.5;0.20;59;228.3;0.91;229.0;0.92;229.7;0.91;365;357;31.1
09:13:36;505.3;0.68;345;285.5;0.24;69;228.3;0.96;229.2;0.97;229.9;0.96;415;407;31.5
09:18:40;507.2;0.60;308;285.5;0.20;59;228.8;0.92;229.7;0.93;230.4;0.93;367;360;31.8
09:23:44;498.7;0.62;312;285.5;0.21;60;229.1;0.93;230.0;0.93;230.9;0.93;373;366;32.0
09:28:48;522.2;0.89;466;285.5;0.36;103;229.2;1.12;229.9;1.12;230.9;1.12;570;564;32.3
09:33:52;522.1;0.96;501;285.5;0.39;114;229.4;1.16;230.1;1.16;231.1;1.15;616;601;32.5
09:38:56;520.9;1.17;612;285.5;0.51;146;229.3;1.35;229.7;1.34;230.9;1.33;758;747;32.7
09:44:00;527.2;0.98;518;285.4;0.40;116;228.7;1.21;229.3;1.20;230.3;1.20;634;627;32.9
09:49:04;516.4;0.85;439;285.5;0.32;92;228.3;1.09;228.4;1.08;229.5;1.08;532;524;33.1
09:54:08;521.8;1.09;571;285.5;0.45;129;228.8;1.28;228.6;1.27;229.9;1.26;701;694;33.3
09:59:12;515.8;1.00;516;285.5;0.39;112;228.9;1.19;229.2;1.18;229.8;1.18;628;617;33.4
10:04:16;521.9;1.13;590;285.5;0.46;132;229.0;1.31;229.6;1.30;229.7;1.28;723;715;33.6
10:09:20;523.3;1.08;568;285.5;0.44;128;229.1;1.26;229.9;1.26;230.4;1.25;696;683;33.7
10:14:24;526.5;0.97;512;285.5;0.39;113;229.6;1.19;230.2;1.18;230.7;1.18;625;614;33.8
10:19:28;520.0;1.12;583;285.5;0.46;133;230.0;1.30;230.7;1.28;231.3;1.27;717;708;33.9
10:24:32;523.7;1.09;575;285.5;0.86;245;230.4;1.16;231.0;1.16;231.8;1.16;822;808;34.1
10:29:36;525.3;1.39;732;285.5;0.60;173;230.2;1.52;230.7;1.50;231.5;1.48;906;894;34.2
