WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;47.40
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
05:45:03;195.1;0.05;10;392.6;0.00;0;228.9;0.00;230.0;0.00;230.0;0.00;10;0;28.7
05:50:07;402.4;0.02;9;199.6;0.00;0;229.0;0.00;230.1;0.00;230.1;0.00;9;0;29.8
05:55:11;222.7;0.04;10;470.0;0.00;0;229.2;0.00;230.3;0.00;230.3;0.00;10;0;30.2
06:00:15;490.3;0.01;8;192.5;0.00;0;228.9;0.00;230.1;0.00;230.2;0.00;8;0;30.4
06:05:19;450.4;0.12;56;308.8;0.00;0;228.4;0.50;229.6;0.51;229.6;0.51;56;48;30.9
06:10:23;412.0;0.10;44;306.2;0.00;0;228.3;0.55;229.5;0.56;229.5;0.56;44;36;31.7
06:15:27;503.7;0.01;9;427.5;0.00;0;229.2;0.00;230.3;0.00;230.4;0.00;9;0;31.6
06:20:31;390.1;0.27;105;428.5;0.01;5;228.2;0.70;229.4;0.71;229.3;0.72;111;103;32.1
06:25:35;372.2;0.41;155;394.4;0.06;25;228.1;0.26;229.1;0.25;229.1;0.25;182;180;32.8
06:30:39;372.2;0.36;137;394.4;0.03;13;228.0;0.21;229.1;0.21;229.1;0.21;151;149;33.3
06:35:43;372.2;0.37;140;394.4;0.03;14;228.1;0.83;229.0;0.82;229.0;0.84;155;151;33.8
06:40:48;372.3;0.38;143;394.4;0.03;14;227.6;0.83;228.7;0.83;228.5;0.84;157;154;34.2
06:45:52;372.2;0.42;156;394.4;0.05;22;227.2;0.84;228.2;0.83;228.2;0.85;179;177;34.6
06:50:56;372.2;0.44;164;394.4;0.06;24;227.3;0.27;228.3;0.27;228.5;0.27;189;187;34.9
06:56:00;372.2;0.44;165;394.4;0.06;24;226.8;0.27;228.0;0.27;228.1;0.27;190;187;35.2
07:01:04;372.3;0.46;171;394.4;0.07;28;226.1;0.29;227.5;0.28;227.4;0.28;202;199;35.5
07:06:08;423.4;0.59;250;394.4;0.16;63;225.5;0.91;226.9;0.90;226.8;0.90;314;311;35.7
07:11:12;483.9;0.84;410;397.0;0.46;182;225.1;0.86;226.3;0.86;226.3;0.86;594;587;36.0
07:16:16;496.7;1.22;609;429.9;1.26;541;224.7;1.69;225.5;1.68;225.9;1.68;1152;1139;36.2
07:21:20;504.1;1.46;738;519.6;1.15;601;225.3;1.94;226.3;1.93;226.6;1.93;1342;1315;36.4
07:26:24;514.2;1.23;637;528.4;1.21;640;227.5;2.01;228.4;1.99;228.7;1.97;1277;1261;36.6
07:31:28;480.1;0.88;424;446.0;0.41;183;226.5;0.87;227.6;0.87;227.7;0.87;609;598;36.8
07:36:32;481.4;1.29;623;448.8;0.58;261;227.1;1.27;228.0;1.27;228.1;1.27;886;872;37.0
07:41:36;483.7;2.06;1001;509.6;1.08;550;227.2;2.24;227.9;2.23;228.1;2.23;1553;1528;37.1
07:46:40;495.1;1.75;868;514.5;1.01;521;226.8;2.19;227.6;2.17;228.1;2.14;1390;1374;37.3
07:51:44;482.8;2.59;1251;518.6;1.59;827;227.4;2.98;228.1;2.97;228.6;2.96;2080;2038;37.5
07:56:48;467.8;3.59;1680;518.8;2.17;1129;228.0;4.15;228.9;4.14;229.1;4.11;2809;2780;37.7
08:01:52;457.6;4.83;2212;516.6;2.45;1267;229.0;4.98;229.9;4.96;230.2;4.96;3480;3428;38.0
08:06:56;476.5;2.27;1085;508.3;0.99;505;228.4;2.27;229.2;2.27;229.6;2.26;1591;1564;38.4
08:12:00;473.2;1.59;756;496.8;0.64;318;228.0;1.54;228.4;1.53;229.0;1.53;1076;1055;38.6
08:17:04;474.3;1.53;728;496.6;0.60;298;228.2;1.48;228.7;1.47;229.4;1.47;1028;1014;38.7
08:22:08;476.8;1.69;810;504.1;0.70;356;228.1;1.86;228.8;1.84;229.3;1.81;1167;1153;38.8
08:27:12;483.3;1.80;870;504.8;0.74;374;227.8;1.79;228.4;1.79;228.9;1.78;1245;1228;38.9
08:32:16;478.9;1.56;749;499.6;0.65;329;227.8;1.76;228.4;1.73;228.9;1.71;1079;1066;38.9
08:37:20;478.2;4.39;2103;515.1;1.98;1023;228.7;4.46;229.4;4.45;229.9;4.44;3128;3065;39.0
08:42:24;461.2;6.79;3132;509.7;3.33;1700;229.3;6.98;230.1;6.97;230.4;6.94;4832;4777;39.2
08:47:28;471.0;6.98;3289;500.3;3.55;1777;229.3;7.32;230.0;7.31;230.3;7.29;5066;5012;39.6
08:52:32;457.2;7.26;3322;492.8;3.59;1771;229.2;7.36;230.0;7.35;230.3;7.32;5094;5037;40.1
08:57:36;459.6;7.08;3255;477.6;3.57;1708;230.0;7.15;230.6;7.14;231.3;7.11;4964;4913;40.7
09:02:40;457.6;2.45;1124;478.9;1.06;511;228.9;2.34;229.5;2.34;230.2;2.33;1637;1612;41.3
09:07:44;472.8;3.32;1574;488.9;1.57;769;229.5;3.35;230.4;3.34;230.6;3.34;2346;2313;41.5
09:12:48;490.0;5.82;2853;497.0;3.03;1509;230.4;6.21;231.0;6.19;231.3;6.19;4363;4298;41.6
09:17:52;471.4;7.42;3502;496.1;3.80;1888;230.3;7.73;231.1;7.72;231.3;7.69;5390;5325;41.7
09:22:56;454.1;3.84;1747;493.4;1.51;748;229.3;3.55;230.2;3.54;230.3;3.54;2498;2450;42.1
09:28:00;459.3;4.06;1865;487.5;1.95;952;229.0;4.14;229.8;4.13;230.0;4.10;2818;2787;42.3
09:33:04;471.6;5.79;2733;498.1;2.60;1295;229.3;5.74;230.3;5.72;230.4;5.72;4030;3958;42.3
