21.11.2024 07:48:33  *01n 20 100TL 4  556.6  0.09    53  209.3  0.00     0  227.8  0.85  228.1  0.82  229.3  0.81    53    44 0.268c  28.6      0 F0FF
21.11.2024 07:48:53  *01n 20 100TL 4  531.4  0.14    76  261.3  0.00     0  227.5  0.79  228.2  0.78  229.4  0.78    76    59 0.988i  28.7      0 85A4
21.11.2024 07:49:13  *01n 20 100TL 4  511.3  0.10    51  269.9  0.00     0  227.6  0.78  228.3  0.78  229.5  0.75    51    71 0.996c  28.7      0 24ED
21.11.2024 07:49:34  *01n 20 100TL 4  492.0  0.20    97  250.8  0.00     0  227.6  0.81  228.4  0.81  229.6  0.81    97    77 0.995i  28.8      1 6C2E
21.11.2024 07:49:54  *01n 20 100TL 4  472.1  0.22   108  230.6  0.00     0  227.6  0.76  228.2  0.80  229.3  0.77   108    77 0.996i  28.9      1 EA9C
21.11.2024 07:50:14  *01n 20 100TL 4  451.8  0.14    65  212.1  0.00     0  227.2  0.80  228.1  0.77  229.1  0.81    65    74 0.995i  29.0      1 E04B
21.11.2024 07:50:34  *01n 20 100TL 4  431.6  0.19    83  212.0  0.00     0  227.2  0.86  228.0  0.79  228.8  0.79    83    79 0.998i  29.0      2 18C9
21.11.2024 07:50:54  *01n 20 100TL 4  417.3  0.15    64  212.1  0.00     0  227.3  0.80  228.0  0.83  229.2  0.78    64    77 0.996i  29.1      2 8C57
21.11.2024 07:51:14  *01n 20 100TL 4  417.1  0.20    83  212.0  0.00     0  227.3  0.78  227.9  0.77  229.1  0.78    83    76 0.995c  29.2      3 BAE5
21.11.2024 07:51:34  *01n 20 100TL 4  417.3  0.25   108  212.1  0.00     0  227.2  0.78  227.8  0.81  229.1  0.82   108    80 0.996i  29.2      3 DE6C
21.11.2024 07:51:54  *01n 20 100TL 4  417.1  0.13    54  212.0  0.00     0  227.2  0.78  228.1  0.78  229.1  0.81    54    80 0.997c  29.2      4 C665
21.11.2024 07:52:14  *01n 20 100TL 4  417.3  0.16    71  212.0  0.00     0  227.3  0.78  228.2  0.82  229.2  0.75    71    79 0.996i  29.3      4 C946
21.11.2024 07:52:34  *01n 20 100TL 4  417.2  0.28   117  212.1  0.00     0  226.6  0.75  227.3  0.80  228.4  0.79   117    82 0.997i  29.3      5 BF23
21.11.2024 07:52:54  *01n 20 100TL 4  417.2  0.24    99  212.0  0.00     0  226.9  0.76  227.8  0.79  228.9  0.77    99    80 0.996c  29.4      5 088E
21.11.2024 07:53:14  *01n 20 100TL 4  417.2  0.21    90  211.9  0.00     0  227.2  0.80  228.1  0.81  229.3  0.77    90    83 0.997c  29.4      5 7625
21.11.2024 07:53:34  *01n 20 100TL 4  417.0  0.19    79  211.9  0.00     1  227.2  0.75  228.1  0.81  229.0  0.76    80    85 0.997c  29.5      6 26EE
21.11.2024 07:53:54  *01n 20 100TL 4  417.2  0.25   105  211.9  0.00     0  227.2  0.81  228.1  0.79  229.2  0.82   105    85 0.997i  29.5      6 641E
21.11.2024 07:54:14  *01n 20 100TL 4  417.2  0.21    86  212.1  0.00     0  227.1  0.78  228.1  0.78  229.1  0.75    86    85 0.998c  29.6      7 946D
21.11.2024 07:54:34  *01n 20 100TL 4  417.2  0.20    85  212.0  0.00     0  227.0  0.82  227.9  0.78  228.9  0.80    85    88 0.998i  29.6      7 5A4F
21.11.2024 07:54:54  *01n 20 100TL 4  417.1  0.14    59  211.7  0.00     0  227.1  0.77  228.1  0.80  229.0  0.77    59    90 0.998c  29.7      8 EB58
21.11.2024 07:55:14  *01n 20 100TL 4  416.9  0.26   109  211.7  0.00     0  227.1  0.80  228.2  0.79  229.1  0.75   109    91 0.998c  29.7      8 D2C5
21.11.2024 07:55:34  *01n 20 100TL 4  417.3  0.34   141  212.4  0.00     0  227.4  0.78  228.3  0.81  229.2  0.85   141    99 0.998i  29.7      9 3E37
21.11.2024 07:55:54  *01n 20 100TL 4  416.0  0.33   141  211.8  0.01     1  227.5  0.74  228.5  0.79  229.3  0.76   143    96 0.998c  29.8      9 A541
21.11.2024 07:56:15  *01n 20 100TL 4  416.4  0.14    59  211.7  0.00     0  227.3  0.80  228.1  0.82  229.2  0.81    59    96 0.998i  29.8     10 B79E
21.11.2024 07:56:35  *01n 20 100TL 4  418.2  0.28   120  212.1  0.01     3  227.2  0.78  228.2  0.81  229.1  0.78   123    96 0.997i  29.9     10 926D
21.11.2024 07:56:55  *01n 20 100TL 4  416.7  0.21    90  211.8  0.01     3  227.3  0.78  228.1  0.79  229.1  0.78    93    99 0.998i  29.9     11 3720
21.11.2024 07:57:15  *01n 20 100TL 4  417.3  0.21    90  212.1  0.01     1  227.1  0.79  228.2  0.80  229.1  0.79    91   100 0.998c  30.0     12 F584
21.11.2024 07:57:35  *01n 20 100TL 4  417.3  0.22    94  212.2  0.02     4  227.0  0.80  228.0  0.79  229.0  0.82    99   100 0.998c  30.0     12 B925
21.11.2024 07:57:55  *01n 20 100TL 4  417.0  0.22    91  212.1  0.00     1  227.5  0.79  228.3  0.79  229.3  0.77    93   102 0.998c  30.0     13 DA95
21.11.2024 07:58:15  *01n 20 100TL 4  417.4  0.32   137  212.1  0.02     3  227.6  0.79  228.5  0.79  229.5  0.82   140   103 0.998i  30.1     13 6FEB
21.11.2024 07:58:35  *01n 20 100TL 4  417.1  0.35   146  212.0  0.02     4  227.7  0.78  228.3  0.77  229.5  0.80   151   106 0.998c  30.1     14 336F
21.11.2024 07:58:55  *01n 20 100TL 4  417.1  0.23    99  212.1  0.03     4  227.8  0.79  228.4  0.76  229.3  0.77   103   108 0.997c  30.1     14 AB67
21.11.2024 07:59:15  *01n 20 100TL 4  417.3  0.28   120  212.1  0.04     7  227.5  0.77  228.5  0.80  229.3  0.79   128   108 0.998c  30.2     15 0CAD
21.11.2024 07:59:35  *01n 20 100TL 4  417.2  0.31   128  212.2  0.03     4  227.8  0.78  228.8  0.82  229.6  0.81   132   111 0.998c  30.2     16 C58C
21.11.2024 07:59:55  *01n 20 100TL 4  417.1  0.21    88  212.1  0.02     4  227.8  0.77  228.5  0.79  229.6  0.82    93   109 0.998i  30.2     16 B217
21.11.2024 08:00:16  *01n 20 100TL 4  417.2  0.33   140  212.0  0.04     7  227.7  0.79  228.4  0.80  229.4  0.77   148   114 0.998c  30.3     17 5428
21.11.2024 08:00:36  *01n 20 100TL 4  417.3  0.35   148  211.7  0.03     7  227.7  0.79  228.5  0.79  229.3  0.77   155   115 0.998c  30.3     18 F1A4
21.11.2024 08:00:56  *01n 20 100TL 4  417.3  0.24    99  212.1  0.03     4  227.4  0.80  228.3  0.80  229.3  0.76   103   115 0.998c  30.4     18 A4BA
21.11.2024 08:01:16  *01n 20 100TL 4  417.2  0.25   106  211.8  0.02     4  227.2  0.79  228.2  0.79  228.9  0.79   111   115 0.998i  30.4     19 6883
21.11.2024 08:01:36  *01n 20 100TL 4  416.9  0.19    79  211.9  0.02     4  227.2  0.79  228.1  0.79  229.0  0.79    83   115 0.999i  30.4     20 623A
21.11.2024 08:01:56  *01n 20 100TL 4  417.0  0.30   126  212.2  0.03     6  227.1  0.79  228.2  0.81  229.1  0.79   132   115 0.998i  30.5     20 9A3C
21.11.2024 08:02:16  *01n 20 100TL 4  417.2  0.17    74  212.2  0.01     3  227.2  0.79  228.1  0.80  228.7  0.79    77   112 0.998i  30.5     21 12E4
21.11.2024 08:02:36  *01n 20 100TL 4  417.2  0.24   100  212.1  0.03     6  227.6  0.78  228.5  0.84  229.4  0.78   106   112 0.998c  30.6     21 47B3
21.11.2024 08:02:56  *01n 20 100TL 4  417.3  0.32   134  212.0  0.03     4  227.5  0.81  228.6  0.80  229.3  0.79   138   114 0.998i  30.6     22 DAD6
21.11.2024 08:03:16  *01n 20 100TL 4  417.2  0.24   100  212.1  0.03     6  227.4  0.80  228.5  0.82  229.4  0.80   106   112 0.998i  30.6     23 0DFC
21.11.2024 08:03:36  *01n 20 100TL 4  417.2  0.18    74  212.0  0.01     3  227.5  0.80  228.6  0.80  229.5  0.78    77   108 0.998c  30.7     23 9A5E
21.11.2024 08:03:56  *01n 20 100TL 4  416.9  0.23    99  212.1  0.03     6  227.7  0.80  228.7  0.82  229.5  0.81   105   111 0.998i  30.7     24 276E
21.11.2024 08:04:16  *01n 20 100TL 4  417.4  0.21    91  211.9  0.03     4  227.8  0.79  228.7  0.79  229.6  0.79    96   111 0.997c  30.7     25 0C09
21.11.2024 08:04:36  *01n 20 100TL 4  417.1  0.19    79  212.0  0.01     3  227.3  0.77  228.6  0.78  229.4  0.75    82   108 0.998c  30.8     25 564C
21.11.2024 08:04:56  *01n 20 100TL 4  417.1  0.22    93  211.9  0.02     3  228.8  0.84  228.4  0.79  228.8  0.83    96   119 0.998i  30.8     26 67A3
21.11.2024 08:05:16  *01n 20 100TL 4  417.0  0.22    93  212.0  0.01     1  227.4  0.79  228.5  0.84  229.3  0.83    94   109 0.998i  30.8     26 69DE
21.11.2024 08:05:36  *01n 20 100TL 4  417.0  0.18    76  211.9  0.02     4  227.5  0.79  228.5  0.84  229.3  0.79    80   108 0.998i  30.9     27 DCD2
21.11.2024 08:05:56  *01n 20 100TL 4  417.2  0.23    99  211.9  0.01     3  227.8  0.78  229.0  0.79  229.6  0.77   102   108 0.998c  30.9     28 9DBC
21.11.2024 08:06:16  *01n 20 100TL 4  417.3  0.40   167  211.7  0.03     7  227.6  0.79  228.9  0.79  229.6  0.78   175   114 0.998c  31.0     28 4AB0
21.11.2024 08:06:37  *01n 20 100TL 4  417.3  0.42   175  211.9  0.05     9  227.8  0.81  228.9  0.79  229.8  0.78   184   117 0.998c  31.0     29 3FE8
21.11.2024 08:06:57  *01n 20 100TL 4  417.1  0.21    90  211.6  0.02     4  228.0  0.80  229.0  0.79  229.8  0.80    94   115 0.998c  31.0     30 35F4
